screen_name,description,url,followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,name,bot,ff_ratio,modified_date,last_numeric,sn_length,sn_digitcount,sn_lastone,desc_length,diversity,null_url
RNA_seq,"A PubMed RSS feed for RNA-seq [title/abstract], by dlvr.it,  http://t.co/TtLmRH21JP, and @CIgenomics",http://t.co/9pLKwYWVoh,2,0,2,0,0,2,1,0,0,RNA_seq,1,1585,2014-10-09,False,5,0,52,98,51,1
AlefSanderson,Curtindo a vida da maneira mas exata e simples!! legal simpatico e Unico Cheio de amor pra da!!!,http://t.co/hC6KiR4dmq,2,3,0,1,0,1,0,0,0,alefy Swing ng,0,583,2011-12-10,False,11,0,49,94,39,1
PSOE,Twitter oficial del PSOE.,https://t.co/UJQJuoxTW2,3,3,3,3,1,3,0,0,1,PSOE,0,1223,2009-06-26,False,2,0,14,23,51,1
julianperretta,#miracle out now #Karma new album out now @sonymusic @ultrarecords #Karma UK|European tour starting September16-Feb27 '17,https://t.co/fYbL4UDZuA,3,2,3,3,1,1,0,0,0,Julian Perretta,0,1672,2009-02-02,False,12,0,36,119,26,1
mitchbarwick,UXer,,1,2,2,2,0,1,0,0,0,Mitchell Barwick,0,550,2010-04-15,False,10,0,46,2,38,0
Chell56704574,,None,0,1,0,0,0,0,1,1,0,Chell,1,76,2015-12-20,True,11,8,4,1,23,0
vipeeri,,None,0,1,0,0,0,0,0,1,0,Ville Huotarinen,1,152,2009-07-08,False,5,0,44,1,26,0
CMPunk,Sociopathic straight edge atheist sweetheart with no Facebook account.,https://t.co/x6YS1yyrIf,3,2,3,3,1,3,0,0,0,Coach,0,1876,2010-08-11,False,4,0,46,68,51,1
adultmomband,tiny engines / adultmomband@gmail.com _È_´Ùè,https://t.co/3I3MIqcz1e,2,3,2,3,1,2,0,0,0,adult mom _™ç•_™‘Ù,0,999,2009-03-04,False,10,0,39,42,29,1
MatthewDaddona,Editor @deystreet. Co-host of the @killgenrenyc reading series. Editor @thescofieldmag. Poet and fiction writer.,https://t.co/HWDloYkfgL,2,3,2,2,0,1,0,0,0,Matthew Daddona,0,585,2010-07-13,False,12,0,36,110,26,1
aronyniqi1234,Amo bailar,,0,2,0,1,0,0,1,0,1,Julieta Traico,0,293,2016-09-27,True,11,4,4,8,39,0
OMG_wikipedia,"Explaining the world, wrongly. One tweet per hour. Made by @ojahnn.",https://t.co/y6CFKTjNud,1,0,2,0,0,3,1,0,0,OMG Wikipedia!,1,1407,2015-04-15,False,11,0,36,65,39,1
patrinafbryantz,Instagram: seanopry55. I do not have a facebook.,,0,2,0,1,0,0,1,0,0,patrinafbryantz,1,6,2016-11-27,False,13,0,61,46,21,0
ididmorepushups,,,2,0,1,2,0,0,1,0,0,More Pushups Than U,1,1815,2015-11-03,False,13,0,54,1,21,0
colombia_bot,I alert Twitter users that they typed Columbian when they meant Colombian. You're welcome!,,1,1,1,0,0,3,0,0,0,Colombia Bot,1,1018,2014-12-02,False,10,0,55,88,29,0
CutePetsDenver,"We are adorable & adoptable Denver Pets! If you can provide a loving home, call the Denver Animal Shelter (720) 913-1311 & mention my animal ID for more info.",http://t.co/iYSFvgGNt5,2,1,2,1,0,3,0,0,0,Denver Pets,1,1289,2014-03-01,False,12,0,53,156,26,1
lights,ElectroSoul. Midnight Machines out now: https://t.co/4RmVc6FSPA Tour dates: https://t.co/wUUzh9b8zl,https://t.co/m81EYEZUJH,3,2,3,3,1,3,0,0,0,Lights,0,1769,2008-09-05,False,4,0,54,97,51,1
HPricea93,"Christianity Today is the source for those eager to engage the world for Christ and curious about the people, events, and trends shaping the church and culture.",,0,2,0,2,0,0,1,0,0,HPricea93,1,91,2016-11-27,True,7,2,3,158,51,0
Lilly17254,,,0,1,0,0,0,0,1,0,0,Lilly,0,234,2017-03-12,True,8,5,4,1,45,0
wisdom_exe,"hi i know things, i'll teach you some of them. bot by @cblgh",,0,0,1,0,0,1,0,0,0,wisdom_exe,1,1177,2016-08-13,False,8,0,40,58,45,0
astronaut_bot,Keeping an eye on astronauts coming and going. #NaBoMaMo bot by @NotInventedHere using #IFTTT.,,0,0,1,0,0,0,1,0,0,Astronaut Notifier,1,1058,2016-11-04,False,11,0,55,92,23,0
mjesusgz,Naturaleza | Arte | M“sica | Ballet | Deporte,,3,3,3,3,0,3,1,0,0,Maria Jes“s Galdos,0,997,2013-12-21,False,6,0,61,43,42,0
jensstoltenberg,,https://t.co/aVcGOnPJRb,3,3,3,3,1,2,0,0,0,Jens Stoltenberg,0,1073,2009-02-13,False,13,0,42,1,21,1
CODEC_BOT,"COLONEL: Snake, it's derivative mashup trash. Looks like it was made by @nah_solo. Followers will be picked at random to converse with dril.",,1,0,1,1,0,1,0,0,0,Dril Codec Bot...!?,1,1374,2015-06-22,False,7,0,30,138,32,0
stopcontinues,"Author of superhero urban fantasy and portal-hopping adventures. Futurist, planeswalker, and fan of open culture! Free books at https://t.co/mymeN5r2hV",http://t.co/hEngppbWFu,2,1,1,3,0,1,0,0,1,Mike Stop Continues,0,1036,2008-03-20,False,11,0,54,149,23,1
AvengerEngineer,Bridging the gap between telecommunications construction & engineering.,http://t.co/90K6ful8f9,2,3,2,2,0,1,0,0,0,Avenger Engineering,1,818,2015-04-18,False,13,0,53,69,9,1
vitormartinez,N’£o se faz nada sozinho...,,1,2,1,1,0,1,0,0,0,Vitor Martinez Mello,0,824,2009-08-25,False,11,0,61,25,31,0
ohxeimoo,,http://t.co/MTKuTpSFnL,0,0,1,0,0,1,1,0,0,ohxeimoo,1,959,2014-05-20,False,6,0,50,1,29,1
frillneck,From The Backstreet Boys,http://t.co/6NqjlXfoPy,3,0,3,0,0,0,1,0,0,alexander mclean,0,1932,2009-02-24,False,7,0,46,22,44,1
TheJohnAbraham,Actor,https://t.co/7HWko9TH0C,3,0,3,1,1,2,0,0,0,John Abraham,0,1996,2012-11-14,False,12,0,48,3,33,1
BloombrgNewsish,Fake Bloomberg News Headlines Based on Real Bloomberg News Headlines. Links point to the real news. *Not affiliated with Bloomberg L.P.,,2,0,2,2,0,3,0,0,0,Fake Bloomberg News,1,1400,2012-06-23,False,13,0,43,133,41,0
emmadries,editing @eccobooks. In college I loved syllabus day.,https://t.co/UtdBQ0FM79,2,3,1,3,0,2,0,0,0,Emma Derry Dries,0,532,2011-03-10,False,7,0,54,50,32,1
g_emiamiz,"A Filmmaker, Editor & VFX artist by profession, Photographer, Extreme food lover, Travel fanatic, Music enthusiast, Determined dreamer, Online Activist.",,0,2,0,1,0,0,1,0,0,g_emiamiz,1,79,2016-12-27,False,7,0,61,150,32,0
liamdacey,"I'm an urban dweller who has the beach at heart. When I'm not running promotions or events, you can catch me teaching, at concerts, or, out in the sun.",https://t.co/jcqZBAXiY8,1,2,1,2,0,1,0,0,1,Liam Dacey,0,566,2011-05-11,False,7,0,60,149,44,1
portmanteau_bot,"portmanteaus, portmanteaus everywhere // by @thricedotted",http://t.co/AKPR32nxCY,2,0,2,1,0,3,1,0,0,portmanteau_bot,1,1765,2014-02-13,False,13,0,55,55,28,1
svgeesus,"äóìFather of SVGäóù. @W3C staff. Co-developed PNG, @font-face, WOFF. These days working on Web Fonts, Web Audio, CSS",https://t.co/nZXSuylQnj,2,3,2,3,0,2,0,0,1,Chris Lilley,0,960,2010-03-31,False,6,0,54,114,18,1
shiftyz,"Co-Founder @ ListReports, Entrepreneur, Asia-phile, News Junkie, Foodie, Golfer & Father. Whew.",https://t.co/9lOJlKpADj,1,1,2,2,0,1,0,0,0,Randy Shiozaki,0,918,2008-09-23,False,5,0,61,93,51,1
davidplouffe,"President, CZI Policy and Advocacy. Board member, Uber, Rubicon Global and Obama Foundation. Husband, father, Philly sports fan",https://t.co/AWc0TR970p,3,2,3,1,1,1,1,0,0,David Plouffe,0,1486,2013-12-02,False,10,0,40,125,38,1
"""IndyPokeAlertNE""","""Pokemon Go Alerts System for Noblesville/Fisher/Caramel Area Pokemon""","""https://t.co/4N2ajXpMUO""",1,0,1,0,0,3,1,0,0,"""IndypokealertNE""",1,1241,2016-11-18,False,15,0,26,68,43,1
LilSpellbook,Gentle spells to help you. Say 'request' to me and I'll write it into my grimoire; say 'ritual' with spell records and I'll retweet. Witch-coder: @harrygiles,http://t.co/W4zqX1mkZA,2,0,2,0,0,2,0,0,0,Lil Spellbook,1,1620,2015-05-13,False,10,0,46,155,29,1
lazont26,OTF GLOCKBOYZ,,0,3,0,2,0,1,0,0,0,Spencer Williams,1,81,2015-01-01,True,6,2,6,11,51,0
starnearyou,I'm a bot that generates GIFs of the Sun's corona. Images courtesy of NASA/SDO and the AIA science team. Created by @ddbeck.,https://t.co/2XrBFpUxiv,1,0,2,0,0,2,0,0,0,Star Near You,1,1255,2014-11-12,False,9,0,56,122,36,1
thekillers,,https://t.co/iGTxtwwCE3,3,1,3,0,1,1,0,0,0,The Killers,0,1980,2009-12-08,False,8,0,54,1,34,1
phylogeo_papers,"RSS feed from arXiv, bioRxiv, Pubmed, and PeerJ maintained by @michaelgharvey",,1,0,1,0,0,1,1,0,0,phylogeopapers,1,1460,2014-02-25,False,13,0,54,75,28,0
metagenomic_lit,I'm a bot Tweeting newly published papers on metagenomics. Powered by IFTTT.,https://t.co/YE10egUojI,2,0,2,0,0,2,1,0,0,Metagenomics Papers,1,1582,2014-09-08,False,13,0,55,74,28,1
vox_ebooks,,,2,0,1,0,0,2,1,0,0,vox_ebooks,1,1563,2014-08-05,False,8,0,54,1,34,0
HOzaara22,"Chef, music lover, outdoors man.",,0,2,0,2,0,0,1,0,0,Krystal Cooper,1,128,2016-02-04,True,7,2,2,30,21,0
hypoxiapapers,"A feed for hypoxia related papers published in NCBI, ArXiv, bioArxiv, and PeerJ",,1,0,2,0,0,3,0,0,0,Hypoxia Adaptation,1,1536,2014-07-22,False,11,0,54,77,31,0
ROBODRUDGE,I'm a Markov chain bot based off almost 15 years of DRUDGE REPORT headlines. Made by @fredbenenson,,3,0,1,1,0,1,0,0,0,ROBODRUDGE,1,1936,2014-04-27,False,8,0,14,96,24,0
donni,A pile of sleepy meat. Lists at @someecards. Host of weekly comedy show @themulletchi. Totally hatless. Everything written here is true and serious.,https://t.co/ic1J295wbD,3,3,3,4,1,3,0,0,1,donni saphire,0,1244,2007-04-11,False,3,0,44,146,34,1
a10n_bot,https://t.co/E43z4AWe31,https://t.co/0zVxuoI2tU,0,0,1,0,0,1,0,0,1,a10n_bot,1,1032,2016-11-18,False,6,2,55,21,51,1
SammieAlways,A God fearing man simply trying to find my way. Music is my Life....For booking booksammie@gmail.com #SA IG:SammieAlways,https://t.co/PyOPeYy0DV,3,3,3,2,1,3,0,0,0,SAMMIE,0,1396,2009-03-22,False,10,0,54,118,38,1
amaquinanaweb,"Twitter Oficial d'A M’çquina, apresentado pelo poeta e escritor @Carpinejar. Toda ter’_a-feira, ’_s 22h30, na TV Gazeta e tamb’©m pelo site http://t.co/1UXcpLRP.",http://t.co/KwLp1XKSLB,2,3,1,2,1,2,0,0,0,A M’ÅQUINA,0,890,2011-11-21,False,11,0,37,159,23,1
Hedgehogize,@Hedgehogize me or @Hedgehogize NAME to unlock your Sonic fursona. EXACT COMMANDS ONLY. Frequently throttled or banned. Botta Go Fast! By @avestal.,http://t.co/a1UvEiAl3u,2,2,1,1,0,2,0,0,0,YOU the Hedgehog,1,839,2014-07-03,False,9,0,40,145,27,1
saikoa0709,,,0,1,0,0,0,0,1,1,0,Han Chen,1,353,2014-02-19,True,8,4,9,1,34,0
RobertVinluan,"Designing and making games @nytdesign _ñç side project haver _ñç see also: @itsthisyear, @icebergdotcool, @ramsophone, @__birds__ _ñç",https://t.co/iS5qIOHOiU,2,2,2,3,0,2,0,0,1,Robert Vinluan,0,782,2012-11-01,False,11,0,49,131,48,1
leonthomas,"Grammy award winning Writer, producer, artist and actor. I love all of my #LTTroopers #blessed",https://t.co/7rFQpXfR6f,3,3,3,3,1,3,0,0,0,Leon Thomas,0,1451,2009-03-15,False,8,0,54,92,45,1
abhishek_shetty,"Cricket fanatic, WWE fan, wannabe coder who is currently trapped in Jamshedpur",,2,2,1,2,0,2,0,0,1,Abhishek Shetty,0,822,2009-07-09,False,13,0,60,76,21,0
smarbusinesss,,https://t.co/Jt9DpVBzAk,1,3,2,2,0,1,0,0,0,smartbusiness,0,235,2010-11-03,False,11,0,54,1,23,1
dashboardmusic,Dashboard Confessional Tix available NOW for our up close and personal tour in Jan and Feb of 2017: https://t.co/Bj0G7NIhy1,https://t.co/7yRGBWiLu6,3,1,3,3,1,2,0,0,0,DC,0,1623,2008-10-09,False,12,0,38,121,33,1
KSMofficial,"Official Twitter account for KSM! Follow our personal accounts too! @KateDangerous, @KatieCeciil, @ShaePadilla, @LIOofficial, & @SophiaMelon",http://t.co/15Em3SbQBy,2,1,2,1,0,0,0,0,0,KSM,0,1630,2008-10-20,False,9,0,47,138,36,1
menakaonline,Numerous range of graphic collections at heywor,https://t.co/aiVyl574TA,1,2,0,2,0,1,0,0,0,Heywor,0,415,2009-09-22,False,10,0,40,45,21,1
ahmedmobarkqw,_—è_—è_—è¿åª_ªäª_ªÜª_¿_ #ªÄªöªæ¿À¿_ :(,,1,2,0,2,0,1,1,0,0,ªÄ¿_¿¢ ¿_ªöªæ¿À¿_ªö,1,498,2015-02-12,False,11,0,58,36,39,0
SaraBareilles,"lady who lives. believes in being nice more than being a dick. aims to find like minded people in that regard. also, she loves when the",https://t.co/a8US5UJ30L,3,2,3,3,1,2,0,0,0,Sara Bareilles,0,1875,2007-05-21,False,11,0,54,133,17,1
IanMaksin,"Creating a new blend of #classical, #jazz, #rock, #pop and #worldmusic using #cello as a common denominator.  Striving to make #globalimpact through #music.",https://t.co/i0IxMJh1CZ,2,3,2,3,0,1,0,0,0,Ian Maksin,1,817,2010-11-14,False,7,0,49,154,32,1
darndesttruisms,"a bot by @_k_e_l_s_e_y, inspired by @theshrillest. tweets 4 times a day",https://t.co/puKvrZVXw9,2,0,2,0,0,1,1,0,0,baby jenny,1,1488,2016-07-26,False,13,0,54,69,21,1
passosjoao2011,,,0,1,0,0,0,0,1,0,0,Joao Paulo,0,211,2011-10-16,True,12,4,1,1,13,0
MariaSharapova,https://t.co/NaE11fCnqd,https://t.co/xxLX3rJGFo,3,1,3,3,1,2,0,0,0,Maria Sharapova,0,1970,2011-04-26,False,12,0,36,21,20,1
MltplSclppr,,,1,0,2,0,0,3,0,0,0,MS Papers,1,1343,2015-05-16,False,9,0,53,1,19,0
asdfghjkl0l2,This is basically a free follow. NOW follow my other acc @crybbygina,https://t.co/jqro1M4HdS,2,3,1,3,0,3,0,0,0,FREE FOLLOW/READ BIO,1,526,2011-10-14,True,10,2,2,66,47,1
DP_57,NHL player with St Louis Blues. GenEthix partner.,,3,2,3,2,1,2,0,0,0,David Perron,0,1476,2009-09-23,True,3,2,7,47,51,0
cellendipity,"Cells move about, have brief encounters, spawn more cells & die. A new life story every 8 hours. Lab technician: @zoot_allures",https://t.co/i9j0vpusHQ,1,0,1,1,0,1,0,0,0,cellendipity,1,1335,2016-06-24,False,10,0,60,124,29,1
CarlyFiorina,"Businesswoman, wife, mother, & grandmother. A conservative who believes in unlocking human potential & holding govt accountable.",https://t.co/EVE1rBluhn,3,3,3,2,1,2,0,0,0,Carly Fiorina,0,1686,2009-08-14,False,10,0,36,126,29,1
WizardGenerator,Generates a random wizard every 3 hours. | Bot by @THEWAAnderson,https://t.co/PbkeZ5D819,1,0,2,2,0,2,1,0,0,Wizard Generator,1,1442,2016-04-09,False,13,0,53,62,28,1
balof2001,,,1,3,0,3,0,0,1,0,0,balofin abimbola,0,225,2014-03-11,True,7,4,1,1,44,0
dallasleebridge,#SturdyBlackBridge,,2,3,2,3,0,3,0,0,0,Dallas Lee Bell,0,408,2014-06-28,False,13,0,40,16,16,0
YoJSRr9J58SE6Zz,,,0,1,0,0,0,0,1,1,0,ëèÙ_©Œë_____,1,281,2017-11-03,False,13,4,61,1,41,0
emojidreams,ä_ê¥Ÿè dreams in emoji ä_ê¥Ÿè made by @fredbenenson ä_ê¥Ÿè background header by Liza Nelson ä_ê¥Ÿè,,1,0,1,1,0,3,1,0,0,emojidreams,1,1358,2014-07-06,False,9,0,54,96,36,0
TXTADVNT_EXE,"TXTADVNT.EXE (v0.7) currently lacks interactivity. Inventory stolen from @YouAreCarrying, stolen by @_the_thief. / bot by @mattlaschneider",,2,0,2,0,0,3,0,0,0,TXT ADVENTURE [BETA],1,1295,2014-07-03,False,10,0,14,136,21,0
theIntialCommit,An exploration of the people behind the projects. Each post is an interview with a member of the open source community. By @johnjones4 and @Maddison_Long,https://t.co/wSP2jMV4Tr,2,3,2,1,0,0,0,0,1,_theInitialCommit,1,350,2016-11-06,False,13,0,55,151,28,1
uncle_nintendo,#botALLY. by @ckolderup.,,0,0,1,0,0,1,1,0,0,My Uncle,1,1127,2014-04-03,False,12,0,50,22,26,0
LucileRobertsa,Curation : Recommendation,,0,2,0,2,0,0,1,0,0,LucileRobertsa,1,59,2016-11-27,False,12,0,36,23,49,0
BrittProvost,Talent/Culture Leader. Advocate for career & economic empowerment. Noted Chic Geek. Once & Future Cayce Pollard. Tweets IMO. #nogritnopearl,https://t.co/et0ibxONjW,2,3,2,3,0,2,0,0,0,Britt Provost,0,511,2014-12-05,False,10,0,55,137,21,1
andreacberry,@ABC7NY executive producer. Retweets aren't endorsements because I don't believe everything I read on Twitter. You shouldn't either.,,2,3,2,2,0,1,1,0,0,Andrea Berry,0,627,2009-04-30,False,10,0,60,130,21,0
porcadapalabra,Tuiteo cada palabra del idioma espaí±ol. La tarea terminaríç en el 2019.,,2,0,2,0,0,3,0,0,0,por cada palabra,1,1414,2014-06-02,False,12,0,36,70,13,0
DJWhooKid,Inquiries & Bookings email Ryan@FiondaManagement.com | HOST of #TheWhoolywoodShuffle on @shade45 12pm-6pm EST Saturdays! Also Heard On @OpieRadio | #TurnUpGodz,https://t.co/iTGQcfsnxD,3,3,3,3,1,3,0,0,0,DJ Whoo Kid,0,1515,2009-05-05,False,7,0,39,157,44,1
StephenAmell,Well-fed artist.,,3,2,3,3,1,2,0,0,0,Stephen Amell,0,1831,2011-08-05,False,10,0,47,14,29,0
VinceGreen53,"Best Selling Author of 3 Courtroom novels:""The Price of Justice"" ,""The Price of Victory"" (Endeavour '16) and ""Extreme Justice"" (Endeavour '17). Lawyer, Musician",https://t.co/BkV5HL3bmA,3,3,2,2,0,0,1,0,1,Vince Green,0,738,2016-09-19,True,10,2,3,158,29,1
arthur_spirling,"Political Scientist, Data Scientist, Social Scienceish.  Associate Prof, @NYUniversity. Coordinator of #textasdata series https://t.co/wJQ8l0T1sY",https://t.co/AQGm9KUgnN,2,2,2,2,0,1,1,0,0,Arthur Spirling,0,863,2015-12-29,False,13,0,42,143,34,1
intel,"Intel news, views & events about global tech innovation. Looking for support? Tweet @IntelSupport",http://t.co/xAiA3fYAk3,3,3,3,3,1,3,0,0,0,Intel,0,1808,2007-03-29,False,3,0,47,95,51,1
KristinaShannon,"Owner Of GLAM Beverly Hills,Model, Actress, Business Woman, Playmate, Reality Star, Brand, CEO, #Xtina Instagram @KristinaShannon1 SnapChat glamxtina",https://t.co/Yk4klIs7j8,3,3,3,3,0,3,0,0,0,KristinaShannon,0,1560,2009-03-06,False,13,0,49,147,21,1
StephenAtHome,Vehicle,,3,1,3,2,1,2,0,0,0,Stephen Colbert,0,2002,2008-09-15,False,11,0,40,5,31,0
techiecorner,The Breaking Into Startups Podcast is a platform where we feature inspiring stories of people who broke into tech from non-traditional backgrounds.,https://t.co/HLQEfwYahu,2,3,2,3,0,3,1,0,0,Techie Corner,1,529,2016-11-27,False,10,0,53,145,21,1
winter_py,moody winter scenes in your timeline // by @dbaker_h // avatar from http://t.co/rfqEslGQrt,,0,0,1,0,0,2,0,0,0,äù‹ winter.py äù‹,1,1193,2014-07-11,False,7,0,60,88,51,0
alt_text_bot,Mention me with an image to get a description (sign up at http://t.co/nFtRrN21ep). Bot created by @ckundo,http://t.co/nFtRrN21ep,1,0,2,0,0,3,1,1,0,Alt Text Bot,1,1520,2015-04-16,False,10,0,55,103,21,1
biorxiv_sysbio,,,1,0,1,0,0,0,1,0,0,bioRxiv SysBio,1,1422,2016-06-29,False,12,0,50,1,20,0
Georgia98208,,None,0,1,0,0,0,0,1,1,0,georgia washington,1,156,2012-08-06,True,10,5,8,1,47,0
"""LipComarella""","""animation director / vis dev artist - looking for the truth in color and shape""","""https://t.co/rpv7BQssTN""",2,1,1,2,0,0,0,0,0,"""Lip Comarella""",0,945,2012-11-20,False,12,0,26,78,33,1
swear_bot,I'm a robot tracking data for bad words. Don't mind me.,http://t.co/MhKNR4C7W7,2,0,1,0,0,3,0,0,0,Swear_Bot,1,1460,2009-05-27,False,7,0,55,53,51,1
scdicaprio,,,2,3,0,2,0,0,1,0,0,saved,1,289,2016-05-30,False,8,0,50,1,34,0
LomenDenisha,"They'll either want to kill you, kiss you, or be you RT the latest",None,1,3,0,0,0,0,1,0,0,Denisha Lomen,0,198,2017-02-24,False,10,0,36,64,38,0
JKCorden,"Dancer. Ballet, Tap and Modern. I dont read DM's!",,3,3,3,2,1,2,0,0,0,James Corden,0,1824,2010-11-15,False,6,0,49,47,51,0
GrasslandsMusic,"Ecologist, botanist, nature conservationist, musician, model-maker, writer, photographer, but mostly an ecologist.",http://t.co/pRBzVHmyLK,1,3,1,3,0,1,0,0,0,Thomas Haynes,0,481,2012-12-20,False,13,0,38,112,28,1
ArxivBot,"Posting cool research papers from https://t.co/ZBNrZVtb2X every 2h on Physics, Mathematics, Computer Science, Biology, and Statistics. (Bot by @alexjc.)",https://t.co/4XNhzezY0s,1,0,1,1,0,1,0,0,0,"I Know Science, Me!",1,1267,2015-10-29,False,6,0,55,150,51,1
Padmasree,"CEO @Niosocial USA. Also love art, photography, Haiku and food :) Passionate about helping women in tech",https://t.co/5eAhRArycw,3,2,3,3,1,3,0,0,0,Padmasree,0,1838,2008-06-10,False,7,0,40,102,32,1
duttypaul,'No Lie' on iTunes: https://t.co/nYMyGE9WDi   'Tek Weh Yuh Heart' on iTunes: https://t.co/wroVMkCnEW,https://t.co/aveYMkSeGx,3,3,3,3,1,3,0,0,0,Sean Paul,0,1393,2009-10-21,False,7,0,47,98,32,1
NatureArticles,"Topics, news and more about nature.",,2,3,2,0,0,3,0,0,0,Nature Articles,1,767,2013-02-25,False,12,0,54,33,33,0
PERMUTANT,Daily permutational poem. Inspired by Brion Gysin. Coded by @zachwhalen.,http://t.co/WgpjC5CStf,1,0,2,0,0,3,0,0,0,I AM THAT I AM,1,1300,2014-12-04,False,7,0,30,70,44,1
Pika34593419,"NYAN IS REAL, so is Narry and Larry, LOVE WINS, GAYS ARE ME LIFE, YOUTUBE 24/7",,1,2,1,3,0,1,1,0,1,Pika,0,359,2014-03-12,True,10,8,9,76,29,0
litivelli_,snap: litivelli        insta: litivelli_,,1,2,1,3,0,3,0,0,0,Ol’_via Tivelli,0,790,2009-08-06,False,8,0,26,38,16,0
pearwin96,Jornalista. Escritor. Ser humano. Testemunha ocular do fim do mundo.,,0,2,0,2,0,0,1,0,0,pearwin96,1,108,2016-09-24,True,7,2,6,66,51,0
Jessicaveronica,"@TheVeronicas ä†Ê Wanderer, worshiper, if you love-stay, plant witch - Oà_€ Maà_ˆi Padme HÅ‚à_€",https://t.co/U6yNZoDZfu,3,2,3,2,1,3,0,0,0,Jessica Veronica,0,1633,2009-03-31,False,13,0,36,93,21,1
aportraitofthe,Fake James Joyce novel titles. A bot by @sillygwailo. #botALLY,http://t.co/1BZRwkXQ3a,0,0,1,1,0,2,1,0,0,Not James Joyce,1,1080,2013-12-13,False,12,0,40,60,20,1
"""PmapAarhus""","""""",null,1,1,0,0,0,3,1,0,0,"""Poke Alarm Aarhus""",1,956,2016-12-16,False,10,0,26,0,38,0
davidgross_man,you're here with me now,http://t.co/n66RxkhIH3,2,3,2,3,0,3,0,0,1,David Grossman,0,855,2011-11-01,False,12,0,49,21,33,1
contrarybot,Everyone knows X. What this bot presupposes is... maybe it's Y? Randomly generated alternate histories and conspiracies. Was: @cashclones. By @aparrish.,https://t.co/rc8YZSNJDJ,1,0,2,0,0,2,1,0,0,Contrary Bot,1,1381,2015-05-29,False,9,0,55,150,27,1
AnaiaaYh92naj,Looking for ways to spark engagement with your followers? Get 10000 Twitter Followers using this website https://t.co/DP3zFHtOPh,,1,3,0,1,0,0,0,0,0,Jennifer Williams,1,193,2014-12-28,False,11,2,45,126,23,0
JustDiedBot,"Bot that scrapes Wikipedia and immediately tweets RIP messages when there is a celebrity death. Member of The Bot Collective, a project by @kildall",http://t.co/GIUIUxA6Rl,2,2,2,0,0,2,1,0,0,JustDiedBot,1,1091,2014-02-27,False,9,0,55,145,46,1
TonyWasHere___,I do music and things. BMG/Chrysalis | ALLIES | Eve 6 | @ShowOneApp,https://t.co/Q13W7NoyGc,2,1,2,3,1,2,0,0,1,Tony,0,1185,2009-04-05,False,12,0,26,65,33,1
fpfaffenm,,,1,1,0,1,0,1,0,0,0,Fe,0,482,2009-07-13,False,7,0,48,1,21,0
Jupedrita,Vamo que o som n’£o pode parar!,http://t.co/Mlxr6uoWC4,1,1,0,0,0,1,0,0,0,Juliana Lemos,0,593,2009-12-19,False,7,0,36,29,51,1
"""FCSLlightning""","""The Leesburg Lightning are part of the Florida Collegiate Summer League, a wood bat league for college students.""","""http://t.co/scFqWeqHwG""",1,0,1,0,0,1,0,0,0,"""Leesburg Lightning""",0,1503,2011-03-25,False,13,0,26,112,28,1
aninhaoquadrado,sou devota de s’£o caetaninho veloso,,1,1,0,2,0,2,0,0,0,aninha aninha,0,897,2010-02-04,False,13,0,50,34,16,0
zackeryssuperz,"The people who are crazy enough to think they can change the world, are the ones who do :)",,0,2,0,2,0,0,1,0,0,Zackery Simmons,1,58,2016-11-28,False,12,0,61,88,26,0
malco_sugastti,,,1,2,1,1,0,1,0,0,0,Giovanni,0,648,2009-12-30,False,12,0,44,1,33,0
jesslivingston,,,3,1,3,3,0,1,1,0,0,Jessica Livingston,0,1587,2010-02-24,False,12,0,49,1,26,0
JayKimLaFlare,all hustle no luck #MSU,,1,2,0,3,0,3,0,0,1,Justo,0,631,2011-02-25,False,11,0,40,21,39,0
MuzeumBot,"*IN BETA* Low-res, slightly bizarre Open Access images from the Met (via @MuseumBot) crossed with palettes from @colourlovers. Powered by @uncontext. By @_ARP.",http://t.co/G5VgZpsQn0,1,0,2,0,0,1,1,0,0,Muzeum Bot,1,1474,2014-06-01,False,7,0,55,157,44,1
anamariaq27,"Life is a dream for the wise, a game for the fool, a comedy for the rich, a tragedy for the poor.",,0,2,0,1,0,0,1,0,0,Anamaria Morris,1,54,2017-12-07,True,9,2,7,95,27,0
EmilyOsment,Young & Hungry season 5 starts Monday March 13th on Freeform.,,3,2,3,3,1,2,0,0,0,Emily Osment,0,1900,2009-02-19,False,9,0,55,59,46,0
wandinhoalves,"Futuro Engenheiro, isso ’© se as DP's deixarem",,0,1,0,0,0,0,0,0,0,Wanderson Luiz Alves,0,557,2011-01-04,False,11,0,54,44,39,0
cash_jobs_hope,10 years ago we had Gary Jokeformat // a @rumnogg and @thricedotted production,https://t.co/1nSo6q0iJq,1,0,1,1,0,1,1,0,0,RIP Format,1,1108,2014-12-13,False,12,0,40,76,26,1
Molly_Horan,"Associate editor @Refinery29 Formerly @KnowYourMeme, @Mashable, @Buzzfeed. Graduate of The New School's MFA program in writing. Rep'd by @UweStender",https://t.co/c7vB0UIJO8,2,3,2,3,0,1,0,0,0,Molly Horan,0,894,2009-04-29,False,9,0,49,146,36,1
"""3461holley""","""""",null,0,1,0,0,0,0,1,1,0,"""1 347-615-3461holley""",1,201,2016-08-30,False,10,4,26,0,38,0
